Timestamp	Tempo	Dados	Recebidos	da	Porta	Serial	Temperatura						
21/01/2025	15:03:43	-											
21/01/2025	15:03:48	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:03:48	-											
21/01/2025	15:03:48	-	MEGA	|	298.21	K							
21/01/2025	15:03:48	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:03:48	-											
21/01/2025	15:03:53	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:03:53	-											
21/01/2025	15:03:53	-	MEGA	|	298.21	K							
21/01/2025	15:03:53	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:03:53	-											
21/01/2025	15:03:53	-	ESP	|	Cliente	reconectado!	?ltimo	ID	de	mensagem	recebido:	466715	
21/01/2025	15:03:53	-	ESP	|	Cliente	reconectado!	?ltimo	ID	de	mensagem	recebido:	466715	
21/01/2025	15:03:58	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:03:58	-											
21/01/2025	15:03:58	-	MEGA	|	298.21	K							
21/01/2025	15:03:58	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:03:58	-											
21/01/2025	15:04:03	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:03	-											
21/01/2025	15:04:03	-	MEGA	|	298.21	K							
21/01/2025	15:04:03	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:03	-											
21/01/2025	15:04:08	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:08	-											
21/01/2025	15:04:08	-	MEGA	|	298.21	K							
21/01/2025	15:04:08	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:08	-											
21/01/2025	15:04:13	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:13	-											
21/01/2025	15:04:13	-	MEGA	|	298.21	K							
21/01/2025	15:04:13	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:13	-											
21/01/2025	15:04:18	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:18	-											
21/01/2025	15:04:18	-	MEGA	|	298.21	K							
21/01/2025	15:04:18	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:18	-											
21/01/2025	15:04:23	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:23	-											
21/01/2025	15:04:23	-	MEGA	|	298.21	K							
21/01/2025	15:04:23	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:23	-											
21/01/2025	15:04:28	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:28	-											
21/01/2025	15:04:28	-	MEGA	|	298.21	K							
21/01/2025	15:04:28	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:28	-											
21/01/2025	15:04:33	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:33	-											
21/01/2025	15:04:33	-	MEGA	|	298.21	K							
21/01/2025	15:04:33	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:33	-											
21/01/2025	15:04:38	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:38	-											
21/01/2025	15:04:38	-	MEGA	|	298.21	K							
21/01/2025	15:04:38	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:38	-											
21/01/2025	15:04:43	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:43	-											
21/01/2025	15:04:43	-	MEGA	|	298.21	K							
21/01/2025	15:04:43	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:43	-											
21/01/2025	15:04:48	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:48	-											
21/01/2025	15:04:48	-	MEGA	|	298.21	K							
21/01/2025	15:04:48	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:48	-											
21/01/2025	15:04:53	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:53	-											
21/01/2025	15:04:53	-	MEGA	|	298.21	K							
21/01/2025	15:04:53	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:53	-											
21/01/2025	15:04:58	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:04:58	-											
21/01/2025	15:04:58	-	MEGA	|	298.21	K							
21/01/2025	15:04:58	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:04:58	-											
21/01/2025	15:05:03	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:03	-											
21/01/2025	15:05:03	-	MEGA	|	298.21	K							
21/01/2025	15:05:03	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:03	-											
21/01/2025	15:05:08	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:08	-											
21/01/2025	15:05:08	-	MEGA	|	298.21	K							
21/01/2025	15:05:08	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:08	-											
21/01/2025	15:05:08	-	ESP	|	Cliente	reconectado!	?ltimo	ID	de	mensagem	recebido:	541711	
21/01/2025	15:05:08	-	ESP	|	Cliente	reconectado!	?ltimo	ID	de	mensagem	recebido:	541711	
21/01/2025	15:05:13	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:13	-											
21/01/2025	15:05:13	-	MEGA	|	298.21	K							
21/01/2025	15:05:13	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:13	-											
21/01/2025	15:05:18	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:18	-											
21/01/2025	15:05:18	-	MEGA	|	298.21	K							
21/01/2025	15:05:18	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:18	-											
21/01/2025	15:05:23	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:23	-											
21/01/2025	15:05:23	-	MEGA	|	298.21	K							
21/01/2025	15:05:23	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:23	-											
21/01/2025	15:05:28	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:28	-											
21/01/2025	15:05:28	-	MEGA	|	298.21	K							
21/01/2025	15:05:28	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:28	-											
21/01/2025	15:05:33	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:33	-											
21/01/2025	15:05:33	-	MEGA	|	298.21	K							
21/01/2025	15:05:33	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:33	-											
21/01/2025	15:05:38	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:38	-											
21/01/2025	15:05:38	-	MEGA	|	298.21	K							
21/01/2025	15:05:38	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:38	-											
21/01/2025	15:05:43	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:43	-											
21/01/2025	15:05:43	-	MEGA	|	298.21	K							
21/01/2025	15:05:43	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:43	-											
21/01/2025	15:05:48	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:48	-											
21/01/2025	15:05:48	-	MEGA	|	298.21	K							
21/01/2025	15:05:48	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:48	-											
21/01/2025	15:05:53	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:53	-											
21/01/2025	15:05:53	-	MEGA	|	298.21	K							
21/01/2025	15:05:53	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:53	-											
21/01/2025	15:05:58	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:05:58	-											
21/01/2025	15:05:58	-	MEGA	|	298.21	K							
21/01/2025	15:05:58	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:05:58	-											
21/01/2025	15:06:00	-	ESP	|	Cliente	reconectado!	?ltimo	ID	de	mensagem	recebido:	591708	
21/01/2025	15:06:03	-	MEGA	|	Temperatura	=	298.21	K					
21/01/2025	15:06:03	-											
21/01/2025	15:06:03	-	MEGA	|	298.21	K							
21/01/2025	15:06:03	-	ESP	|	Temperatura	=	298,21	K					
21/01/2025	15:06:03	-											
21/01/2025	15:06:08	-	MEGA	|	Temperatura	=	298.27	K					
21/01/2025	15:06:08	-											
21/01/2025	15:06:08	-	MEGA	|	298.27	K							
21/01/2025	15:06:08	-	ESP	|	Temperatura	=	298,27	K					
21/01/2025	15:06:08	-											
